User_ID,Name,Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,Last_Login,satisfaction_score,daily_watch_hours,primary_device,monthly_income,promo_offers_used,profile_count,churn_status,preferred_watching_time
2613,Alex Martinez,29,India,Basic,627.94,Drama,2024.10.15,8,20.93,Laptop,1780,1,1,No,Evening
2614,Sarah Hernandez,74,India,Premium,188.56,Action,2024.10.14,6,6.29,Smart TV,1246,0,1,Yes,Evening
2615,John Davis,49,Mexico,Basic,306.29,Drama,2024.11.28,6,10.21,Mobile,2719,1,3,Yes,Afternoon
2616,John Smith,22,Brazil,Basic,664.69,Documentary,2024.11.11,9,22.16,Mobile,2522,1,4,No,Evening
2617,Alex Hernandez,53,Australia,Standard,613.56,Horror,2024.7.20,7,20.45,Mobile,2054,0,5,No,Evening
2618,Chris Williams,54,Mexico,Standard,717.49,Romance,2025.2.3,8,23.92,Laptop,2676,0,4,No,Evening
2619,David Williams,45,Mexico,Premium,304.78,Comedy,2024.10.5,8,10.16,Laptop,3049,0,3,Yes,Night
2620,Alex Garcia,69,USA,Premium,429.1,Drama,2024.9.22,6,14.3,Mobile,2836,0,5,No,Evening
2621,David Johnson,41,USA,Basic,465.63,Sci-Fi,2024.10.29,6,15.52,Mobile,6810,0,2,No,Evening
2622,Michael Brown,75,Australia,Basic,785.91,Sci-Fi,2024.11.6,7,26.2,Smart TV,4766,0,3,No,Night
2623,Katie Johnson,15,India,Standard,986.59,Action,2024.3.18,7,32.89,Smart TV,1602,1,2,Yes,Evening
2624,Katie Williams,46,Canada,Basic,767.32,Comedy,2024.10.25,9,25.58,Laptop,6770,0,3,No,Evening
2625,John Martinez,40,Mexico,Premium,138.39,Documentary,2025.1.26,6,4.61,Mobile,2953,0,5,No,Night
2626,Katie Williams,46,Australia,Basic,635.4,Drama,2024.10.18,9,21.18,Smart TV,2141,0,3,No,Afternoon
2627,John Brown,47,Australia,Standard,538.7,Action,2024.11.16,7,17.96,Mobile,2666,1,3,Yes,Afternoon
2628,Alex Hernandez,43,Canada,Premium,389.22,Comedy,2024.4.17,7,12.97,Smart TV,2351,0,1,No,Evening
2629,Katie Jones,18,France,Standard,740.48,Horror,2025.2.8,7,24.68,Laptop,2822,0,2,No,Evening
2630,Jane Martinez,57,France,Standard,324.01,Romance,2024.4.25,8,10.8,Laptop,2631,0,1,No,Night
2631,Michael Garcia,14,India,Premium,5.49,Drama,2025.1.30,7,0.18,Mobile,910,0,2,Yes,Evening
2632,Alex Davis,24,Japan,Premium,984.93,Action,2024.4.1,9,32.83,Mobile,4888,0,3,No,Evening
2633,Alex Miller,56,Canada,Standard,945.99,Horror,2025.1.26,7,31.53,Smart TV,4043,1,2,No,Afternoon
2634,Jane Brown,23,Canada,Basic,658.53,Horror,2024.4.26,7,21.95,Laptop,6202,0,1,No,Evening
2635,Emma Johnson,26,Japan,Premium,940.7,Documentary,2024.11.11,8,31.36,Laptop,4724,1,1,No,Afternoon
2636,John Brown,71,India,Premium,83.69,Comedy,2024.7.2,8,2.79,Tablet,1341,1,2,Yes,Morning
2637,Sarah Miller,20,Brazil,Standard,124.18,Horror,2024.7.3,7,4.14,Mobile,2048,0,2,No,Night
2638,Alex Garcia,69,Germany,Premium,729.7,Action,2024.3.22,7,24.32,Smart TV,7023,0,3,No,Afternoon
2639,Emma Williams,33,Germany,Premium,489.09,Horror,2024.12.9,8,16.3,Smart TV,5958,0,4,No,Afternoon
2640,Alex Smith,75,France,Premium,686.39,Documentary,2024.9.17,8,22.88,Smart TV,4138,0,2,No,Morning
2641,Emma Jones,53,Australia,Standard,720.33,Drama,2024.7.23,9,24.01,Mobile,6774,1,3,No,Evening
2642,Sarah Miller,34,UK,Standard,186.75,Action,2024.8.9,8,6.22,Tablet,2931,1,4,No,Evening
2643,James Martinez,66,Japan,Basic,276.29,Documentary,2024.3.9,7,9.21,Mobile,2793,0,4,No,Evening
2644,Sarah Smith,43,Mexico,Standard,632.2,Sci-Fi,2024.5.9,7,21.07,Laptop,1115,0,4,No,Evening
2645,Chris Johnson,58,Germany,Premium,15.78,Comedy,2024.8.4,8,0.53,Tablet,5703,1,1,No,Afternoon
2646,David Jones,78,USA,Standard,70.68,Horror,2024.12.1,8,2.36,Smart TV,3879,1,5,No,Evening
2647,Sarah Martinez,66,Germany,Standard,214.79,Romance,2024.4.5,8,7.16,Mobile,2451,0,1,No,Evening
2648,Michael Martinez,46,UK,Premium,447.33,Horror,2025.2.8,8,14.91,Mobile,3398,1,4,No,Evening
2649,John Jones,76,UK,Standard,23.2,Action,2024.8.16,8,0.77,Tablet,3944,1,4,Yes,Evening
2650,Jane Jones,41,UK,Basic,73.79,Horror,2025.2.9,7,2.46,Mobile,4321,1,3,No,Evening
2651,Chris Davis,18,Canada,Standard,882.99,Drama,2024.12.20,9,29.43,Smart TV,5497,1,1,No,Night
2652,Michael Hernandez,22,India,Basic,892.92,Documentary,2025.1.28,9,29.76,Mobile,1074,1,3,No,Morning
2653,Emma Martinez,63,Germany,Standard,549.83,Sci-Fi,2024.11.19,8,18.33,Smart TV,4823,0,4,No,Afternoon
2654,James Jones,53,Mexico,Standard,407.72,Action,2025.1.20,8,13.59,Mobile,1096,0,2,Yes,Evening
2655,Michael Jones,49,India,Standard,532.85,Comedy,2024.10.19,8,17.76,Smart TV,1763,0,1,No,Evening
2656,Sarah Smith,26,Brazil,Premium,583.63,Drama,2024.11.4,10,19.45,Laptop,2875,0,2,No,Night
2657,Alex Jones,51,USA,Basic,388.07,Sci-Fi,2024.9.11,7,12.94,Smart TV,7160,1,2,Yes,Afternoon
2658,John Jones,52,USA,Standard,104.21,Comedy,2024.10.30,9,3.47,Mobile,4228,0,1,No,Night
2659,Jane Miller,79,Australia,Premium,8.78,Comedy,2024.12.9,7,0.29,Smart TV,859,1,2,Yes,Evening
2660,John Martinez,80,UK,Basic,861.02,Action,2025.1.19,8,28.7,Laptop,2928,1,3,No,Night
2661,Michael Davis,59,Australia,Standard,500,Romance,2024.11.15,9,16.67,Mobile,3397,1,1,No,Night
2662,James Hernandez,20,Mexico,Premium,191.64,Drama,2024.6.4,7,6.39,Mobile,2451,0,1,Yes,Afternoon
2663,Katie Brown,69,Brazil,Basic,935.46,Documentary,2024.12.10,9,31.18,Mobile,2763,1,2,No,Evening
2664,Sarah Martinez,18,Japan,Standard,257.43,Horror,2024.7.3,6,8.58,Laptop,3426,1,2,No,Evening
2665,Alex Miller,25,Brazil,Standard,422.13,Comedy,2024.9.27,9,14.07,Laptop,2550,0,2,No,Evening
2666,Michael Hernandez,71,Canada,Basic,93.76,Documentary,2025.2.13,7,3.13,Smart TV,3589,0,2,No,Morning
2667,Sarah Garcia,60,Brazil,Premium,506.33,Documentary,2024.12.23,7,16.88,Smart TV,3070,0,3,Yes,Evening
2668,Sarah Williams,43,UK,Basic,81.91,Comedy,2024.4.14,8,2.73,Smart TV,2930,1,4,No,Night
2669,Emma Johnson,67,France,Basic,174.72,Horror,2024.5.20,5,5.82,Laptop,3126,0,1,No,Afternoon
2670,Katie Smith,66,France,Premium,571.26,Romance,2024.7.16,7,19.04,Smart TV,2494,1,3,No,Night
2671,John Hernandez,48,India,Premium,925.56,Romance,2025.1.29,8,30.85,Laptop,2287,1,5,No,Evening
2672,Michael Smith,25,USA,Basic,205.4,Horror,2024.7.6,7,6.85,Mobile,5774,0,4,Yes,Night
2673,Chris Smith,72,India,Premium,609.25,Sci-Fi,2024.6.22,6,20.31,Mobile,1625,0,1,No,Night
2674,Jane Brown,31,Mexico,Basic,490.83,Action,2024.11.12,8,16.36,Laptop,2384,1,2,No,Night
2675,Emma Johnson,34,Australia,Premium,647.6,Horror,2025.2.13,8,21.59,Smart TV,2352,0,1,No,Afternoon
2676,Alex Williams,72,Japan,Standard,893.53,Action,2024.3.25,7,29.78,Smart TV,6171,0,2,No,Night
2677,Katie Johnson,36,USA,Premium,39.83,Romance,2024.6.23,9,1.33,Laptop,5379,1,2,No,Evening
2678,John Garcia,70,Brazil,Basic,623.39,Comedy,2025.1.15,8,20.78,Laptop,3063,0,1,No,Evening
2679,Katie Garcia,61,Canada,Premium,645.07,Action,2024.12.31,7,21.5,Laptop,5514,1,3,No,Evening
2680,David Johnson,59,Mexico,Premium,497.71,Horror,2024.3.14,6,16.59,Tablet,2575,0,5,No,Evening
2681,Jane Williams,56,France,Standard,831.49,Comedy,2025.1.8,8,27.72,Laptop,6236,0,1,No,Evening
2682,Sarah Garcia,41,Australia,Premium,939.97,Drama,2024.4.17,7,31.33,Tablet,3776,0,5,No,Afternoon
2683,Sarah Davis,29,USA,Premium,66.36,Romance,2024.10.22,7,2.21,Mobile,5702,1,1,Yes,Morning
2684,John Hernandez,27,India,Standard,553.08,Documentary,2024.5.23,6,18.44,Mobile,2938,1,3,Yes,Afternoon
2685,Emma Williams,56,UK,Premium,792.45,Horror,2025.2.1,9,26.42,Smart TV,4455,0,2,No,Night
2686,Michael Smith,56,Japan,Premium,260.65,Sci-Fi,2024.3.13,7,8.69,Smart TV,4665,1,2,No,Night
2687,Katie Miller,32,Germany,Basic,492.6,Action,2024.10.5,9,16.42,Smart TV,3641,0,3,No,Evening
2688,Michael Hernandez,29,Mexico,Standard,527.57,Horror,2024.9.3,7,17.59,Mobile,1974,1,2,No,Night
2689,Michael Garcia,13,France,Basic,766.51,Romance,2025.2.19,7,25.55,Laptop,5232,0,1,No,Night
2690,Katie Garcia,62,Japan,Standard,357.59,Romance,2024.3.18,8,11.92,Tablet,4566,1,3,No,Evening
2691,Emma Miller,65,Canada,Basic,639.54,Horror,2024.3.10,7,21.32,Tablet,4070,0,1,No,Evening
2692,Sarah Williams,21,Japan,Standard,70.9,Romance,2024.10.26,6,2.36,Mobile,5271,0,4,No,Evening
2693,James Davis,73,France,Premium,210.36,Romance,2024.9.10,6,7.01,Mobile,4826,0,2,No,Night
2694,Sarah Johnson,58,Japan,Standard,895.41,Action,2024.10.21,9,29.85,Tablet,4438,0,1,No,Evening
2695,David Brown,15,Brazil,Premium,189.95,Horror,2024.5.14,8,6.33,Smart TV,3862,1,3,No,Evening
2696,John Garcia,53,UK,Standard,641.58,Comedy,2024.5.19,9,21.39,Smart TV,3863,1,2,No,Evening
2697,Emma Davis,60,India,Premium,845,Comedy,2024.9.15,7,28.17,Laptop,2664,0,1,No,Afternoon
2698,Alex Johnson,73,Mexico,Premium,288.35,Action,2024.10.15,7,9.61,Smart TV,1139,1,5,No,Evening
2699,David Hernandez,73,Japan,Premium,482.37,Action,2024.7.15,7,16.08,Smart TV,4688,0,1,Yes,Afternoon
2700,Katie Miller,31,Japan,Basic,230.38,Horror,2024.10.17,7,7.68,Laptop,4848,1,3,Yes,Evening
2701,Alex Miller,48,France,Standard,268.74,Horror,2025.1.29,7,8.96,Laptop,2739,0,1,No,Morning
2702,James Hernandez,60,Canada,Standard,499.51,Documentary,2024.5.1,7,16.65,Smart TV,3117,1,5,No,Evening
2703,Alex Martinez,70,Japan,Standard,326.68,Sci-Fi,2024.9.23,7,10.89,Mobile,4000,1,5,Yes,Night
2704,Jane Johnson,30,India,Basic,37.04,Romance,2025.1.28,8,1.23,Smart TV,1481,0,4,No,Night
2705,David Williams,28,Brazil,Basic,227.99,Romance,2024.7.13,8,7.6,Mobile,2366,1,5,Yes,Evening
2706,Alex Martinez,59,UK,Premium,982.38,Horror,2024.12.13,8,32.75,Laptop,3907,0,1,No,Night
2707,Jane Johnson,57,Mexico,Premium,824.38,Documentary,2024.9.2,8,27.48,Smart TV,2086,0,2,No,Evening
2708,Emma Johnson,24,USA,Standard,595.34,Romance,2024.8.23,7,19.84,Mobile,5055,0,3,No,Evening
2709,Emma Brown,42,Canada,Standard,362.93,Documentary,2024.7.24,8,12.1,Laptop,4456,1,3,Yes,Afternoon
2710,Alex Miller,60,Japan,Premium,239.58,Horror,2024.5.25,7,7.99,Mobile,3750,0,2,Yes,Afternoon
2711,Katie Martinez,41,UK,Premium,857.09,Horror,2024.6.9,7,28.57,Smart TV,4366,1,3,Yes,Night
2712,Alex Williams,51,France,Basic,117.05,Drama,2024.8.18,7,3.9,Mobile,4299,0,5,Yes,Evening
2713,Katie Martinez,74,Germany,Basic,752.64,Action,2025.3.7,8,25.09,Mobile,3138,0,3,No,Night
2714,James Garcia,79,Germany,Premium,45.68,Comedy,2024.3.12,6,1.52,Tablet,2404,1,3,Yes,Evening
2715,Katie Smith,23,Brazil,Standard,70.42,Horror,2024.10.22,7,2.35,Smart TV,1672,1,2,Yes,Evening
2716,David Smith,78,Canada,Premium,376.59,Drama,2024.5.7,6,12.55,Smart TV,5672,0,5,No,Night
2717,Alex Garcia,18,Japan,Standard,521.73,Action,2024.11.15,7,17.39,Smart TV,3963,0,2,No,Evening
2718,Emma Jones,57,UK,Standard,249.84,Romance,2024.7.9,8,8.33,Smart TV,3558,0,2,No,Evening
2719,Jane Johnson,59,France,Premium,991.44,Drama,2025.1.30,8,33.05,Smart TV,3038,0,1,No,Evening
2720,Jane Johnson,55,Canada,Premium,273.77,Sci-Fi,2024.11.23,9,9.13,Mobile,4140,1,5,No,Night
2721,Chris Miller,67,UK,Standard,243.22,Action,2024.6.11,8,8.11,Laptop,4516,0,3,Yes,Night
2722,Alex Smith,67,Brazil,Standard,662.62,Documentary,2024.5.29,7,22.09,Tablet,2566,0,4,Yes,Evening
2723,Alex Garcia,32,India,Basic,99.91,Action,2025.2.27,8,3.33,Mobile,2133,0,2,No,Evening
2724,Michael Johnson,52,USA,Standard,874.98,Drama,2024.9.17,8,29.17,Smart TV,8952,0,3,No,Evening
2725,Sarah Martinez,24,Germany,Standard,887.49,Comedy,2025.2.26,8,29.58,Mobile,4447,1,5,No,Evening
2726,David Johnson,62,Australia,Premium,604.28,Sci-Fi,2024.12.1,7,20.14,Mobile,2837,0,3,No,Afternoon
2727,Michael Johnson,20,USA,Standard,203.74,Action,2024.5.2,6,6.79,Tablet,4288,1,4,No,Night
2728,Alex Jones,16,Mexico,Basic,810.53,Comedy,2024.9.15,10,27.02,Mobile,1550,0,2,No,Night
2729,James Jones,28,India,Standard,405.89,Documentary,2024.3.20,7,13.53,Laptop,3019,0,5,No,Morning
2730,John Brown,48,India,Standard,886.87,Horror,2024.6.2,8,29.56,Laptop,3087,1,1,No,Afternoon
2731,Michael Garcia,60,Germany,Standard,966.71,Comedy,2024.8.18,7,32.22,Mobile,5747,0,4,No,Morning
2732,Alex Brown,78,Japan,Premium,908.27,Action,2024.9.22,9,30.28,Laptop,5688,0,2,No,Afternoon
2733,Emma Smith,23,India,Standard,595.57,Sci-Fi,2024.10.22,9,19.85,Smart TV,1804,0,2,No,Evening
2734,John Miller,61,Brazil,Basic,92.85,Documentary,2024.10.13,8,3.1,Tablet,2825,0,4,Yes,Afternoon
2735,David Davis,13,Mexico,Standard,517.59,Documentary,2024.5.21,8,17.25,Smart TV,1781,1,1,No,Night
2736,Michael Williams,32,USA,Standard,196.09,Sci-Fi,2024.9.6,7,6.54,Smart TV,7946,1,2,No,Night
2737,Jane Jones,80,USA,Standard,21.3,Action,2024.9.6,8,0.71,Mobile,5511,1,5,No,Night
2738,Jane Martinez,42,USA,Standard,438.8,Comedy,2024.3.30,5,14.63,Laptop,4669,1,2,No,Evening
2739,David Davis,17,Canada,Basic,335.05,Romance,2024.10.15,9,11.17,Mobile,5847,0,1,Yes,Evening
2740,James Johnson,48,Germany,Premium,593.98,Horror,2024.4.12,8,19.8,Smart TV,4801,0,2,No,Afternoon
2741,Michael Smith,60,Brazil,Premium,852.95,Sci-Fi,2025.2.19,7,28.43,Smart TV,2522,0,2,No,Evening
2742,James Miller,48,USA,Standard,313.58,Romance,2024.11.17,7,10.45,Mobile,6876,1,3,No,Afternoon
2743,Katie Smith,29,Australia,Standard,660.61,Romance,2024.9.5,8,22.02,Mobile,6113,1,2,No,Night
2744,James Garcia,53,Brazil,Premium,604,Horror,2024.7.27,8,20.13,Laptop,3364,1,3,No,Evening
2745,Chris Smith,33,Brazil,Basic,169.17,Romance,2024.10.27,6,5.64,Mobile,3869,0,3,Yes,Night
2746,Katie Williams,45,India,Premium,128.18,Romance,2024.11.6,8,4.27,Mobile,2407,1,3,No,Evening
2747,Katie Johnson,50,Australia,Premium,112.07,Drama,2024.8.11,7,3.74,Laptop,6331,1,3,Yes,Morning
2748,Michael Williams,63,Japan,Premium,390.75,Action,2024.9.6,9,13.02,Mobile,3728,1,1,No,Afternoon
2749,Emma Hernandez,73,Mexico,Premium,485.66,Sci-Fi,2025.2.10,8,16.19,Mobile,1795,1,2,No,Afternoon
2750,Michael Garcia,71,Mexico,Basic,107.32,Action,2024.9.20,6,3.58,Laptop,3192,1,2,No,Night
2751,David Garcia,46,Canada,Standard,602.17,Drama,2024.11.13,8,20.07,Smart TV,3539,0,2,No,Evening
2752,James Smith,79,Brazil,Standard,614.54,Sci-Fi,2024.11.20,6,20.48,Laptop,1715,0,2,No,Morning
2753,Alex Garcia,78,Canada,Standard,979.58,Documentary,2025.2.13,7,32.65,Smart TV,4262,0,4,No,Afternoon
2754,James Martinez,36,Mexico,Premium,811.65,Horror,2024.9.25,7,27.06,Mobile,1581,0,1,No,Afternoon
2755,John Garcia,60,Japan,Premium,294.35,Sci-Fi,2025.2.28,9,9.81,Laptop,2783,0,2,No,Evening
2756,Emma Brown,77,Germany,Basic,75.18,Comedy,2025.2.6,8,2.51,Mobile,5433,1,1,No,Evening
2757,Michael Brown,51,India,Standard,330.2,Action,2024.6.22,8,11.01,Laptop,1055,1,3,No,Evening
2758,David Williams,40,India,Basic,123.8,Action,2024.8.30,7,4.13,Tablet,1933,1,2,No,Morning
2759,Alex Jones,23,USA,Standard,59.12,Drama,2024.8.31,7,1.97,Laptop,5147,1,2,Yes,Evening
2760,Emma Brown,65,USA,Premium,564.35,Comedy,2024.6.14,6,18.81,Smart TV,5556,0,5,No,Evening
2761,Michael Garcia,43,France,Premium,768.87,Drama,2025.1.31,8,25.63,Smart TV,3324,1,4,No,Night
2762,James Martinez,78,Australia,Premium,88.84,Horror,2024.10.14,7,2.96,Laptop,5109,0,1,Yes,Night
2763,Sarah Jones,33,Brazil,Premium,504.89,Comedy,2024.4.6,8,16.83,Laptop,2225,0,1,No,Night
2764,Sarah Miller,20,Canada,Standard,476.35,Sci-Fi,2024.10.2,6,15.88,Smart TV,2820,0,1,No,Morning
2765,Michael Jones,38,Mexico,Standard,523.17,Horror,2024.5.28,8,17.44,Tablet,2179,0,4,No,Evening
2766,David Davis,66,UK,Basic,741.91,Action,2025.3.3,8,24.73,Mobile,3181,1,4,No,Afternoon
2767,John Davis,53,USA,Basic,748.55,Drama,2024.10.25,8,24.95,Smart TV,2739,0,3,No,Morning
2768,James Williams,45,USA,Premium,272.37,Sci-Fi,2024.4.21,7,9.08,Smart TV,4276,1,3,Yes,Evening
2769,Jane Hernandez,57,India,Basic,390.62,Comedy,2024.11.2,7,13.02,Mobile,2259,0,2,Yes,Afternoon
2770,Katie Davis,40,Australia,Standard,939.39,Comedy,2024.12.7,7,31.31,Laptop,4090,0,1,No,Night
2771,Michael Johnson,14,Brazil,Premium,86.85,Action,2024.12.28,8,2.9,Laptop,2545,0,2,No,Afternoon
2772,Chris Brown,33,Mexico,Premium,681.92,Comedy,2024.11.14,7,22.73,Laptop,2089,1,2,No,Afternoon
2773,James Miller,48,Canada,Standard,233.4,Romance,2024.11.7,7,7.78,Laptop,2912,0,2,No,Afternoon
2774,David Williams,73,UK,Premium,952.76,Action,2025.3.8,8,31.76,Mobile,2952,0,2,No,Morning
2775,Michael Miller,67,India,Standard,493.16,Horror,2025.2.10,8,16.44,Mobile,1535,0,3,No,Night
2776,James Williams,52,India,Standard,518.97,Drama,2025.2.28,8,17.3,Laptop,2950,1,2,No,Night
2777,David Smith,53,Mexico,Basic,137.92,Sci-Fi,2024.7.30,7,4.6,Smart TV,2773,0,2,No,Evening
2778,Chris Davis,17,UK,Basic,617.52,Action,2025.1.11,8,20.58,Laptop,4926,0,2,No,Evening
2779,Emma Brown,59,UK,Basic,250.75,Comedy,2024.10.27,8,8.36,Mobile,6423,0,2,No,Afternoon
2780,Alex Garcia,71,France,Standard,618.25,Comedy,2024.9.12,7,20.61,Laptop,3472,0,2,Yes,Afternoon
2781,Jane Garcia,50,India,Standard,502.68,Sci-Fi,2024.10.17,8,16.76,Smart TV,833,0,3,No,Evening
2782,Katie Williams,52,Australia,Premium,299.76,Action,2024.7.1,8,9.99,Mobile,5617,1,2,Yes,Night
2783,James Martinez,66,Japan,Premium,956.57,Action,2024.4.25,8,31.89,Smart TV,5606,1,5,No,Evening
2784,Emma Miller,39,Canada,Standard,133.44,Documentary,2024.4.11,7,4.45,Mobile,3469,0,3,No,Afternoon
2785,Katie Miller,70,Germany,Premium,548.27,Documentary,2024.11.15,8,18.28,Laptop,3190,0,3,Yes,Night
2786,Michael Smith,29,Australia,Basic,742.58,Documentary,2024.10.19,9,24.75,Tablet,2728,0,2,No,Night
2787,Sarah Williams,20,Japan,Standard,211.12,Romance,2024.8.30,8,7.04,Smart TV,2679,1,3,No,Evening
2788,Jane Hernandez,55,Brazil,Premium,157.36,Sci-Fi,2024.8.21,6,5.25,Smart TV,3653,1,3,No,Morning
2789,Chris Brown,21,Mexico,Basic,652.01,Action,2025.1.2,8,21.73,Mobile,1985,0,2,No,Night
2790,Sarah Miller,56,France,Basic,226.93,Documentary,2024.5.18,9,7.56,Smart TV,3262,0,1,Yes,Evening
2791,Michael Williams,72,Canada,Basic,245.14,Documentary,2024.12.12,7,8.17,Laptop,4906,0,2,No,Evening
2792,Emma Martinez,77,India,Premium,372.34,Sci-Fi,2025.2.6,7,12.41,Mobile,1539,0,3,Yes,Evening
2793,Jane Williams,80,Germany,Standard,32.53,Sci-Fi,2024.6.29,6,1.08,Tablet,3667,0,4,No,Evening
2794,Chris Johnson,21,USA,Basic,241.81,Horror,2024.12.26,8,8.06,Mobile,5268,0,2,No,Afternoon
2795,Emma Miller,75,USA,Standard,204.94,Romance,2024.6.18,6,6.83,Smart TV,3356,1,2,Yes,Evening
2796,Sarah Williams,20,USA,Basic,531.16,Drama,2024.3.23,8,17.71,Smart TV,6693,0,3,No,Evening
2797,James Jones,63,France,Basic,553.59,Action,2024.11.11,8,18.45,Smart TV,2721,0,3,Yes,Night
2798,Chris Brown,45,Japan,Premium,919.25,Documentary,2024.5.28,7,30.64,Smart TV,6002,0,4,No,Night
2799,John Davis,77,Mexico,Standard,583.26,Action,2024.8.8,6,19.44,Tablet,1916,1,4,No,Evening
2800,Chris Smith,79,France,Standard,484.22,Romance,2025.2.13,8,16.14,Laptop,6180,0,1,No,Night
2801,Sarah Johnson,54,USA,Premium,43.87,Comedy,2024.6.27,6,1.46,Laptop,9165,0,4,Yes,Evening
2802,Jane Williams,47,UK,Premium,461.18,Romance,2024.4.19,6,15.37,Smart TV,6115,1,1,Yes,Evening
2803,Chris Miller,47,France,Standard,567.94,Sci-Fi,2024.7.31,8,18.93,Laptop,4000,1,3,No,Morning
2804,John Smith,17,India,Basic,186.84,Drama,2024.5.30,6,6.23,Mobile,2405,1,3,Yes,Night
2805,Alex Johnson,50,Germany,Premium,389.07,Comedy,2025.1.2,7,12.97,Mobile,2844,1,4,No,Afternoon
2806,Katie Johnson,23,UK,Premium,903.2,Romance,2024.12.19,8,30.11,Mobile,4325,0,5,No,Afternoon
2807,Jane Jones,50,Germany,Standard,63.85,Horror,2024.8.30,6,2.13,Smart TV,3397,1,2,No,Evening
2808,James Johnson,42,Australia,Standard,565.47,Horror,2025.2.21,6,18.85,Laptop,5891,0,2,No,Evening
2809,Michael Davis,26,Australia,Basic,764.72,Horror,2024.4.29,7,25.49,Mobile,2943,0,1,No,Morning
2810,Emma Hernandez,47,Australia,Standard,740.52,Sci-Fi,2024.5.6,7,24.68,Laptop,6914,1,4,No,Morning
2811,David Davis,30,Brazil,Standard,326.98,Comedy,2024.6.18,8,10.9,Laptop,1433,1,1,Yes,Afternoon
2812,Katie Brown,16,Australia,Premium,187.22,Comedy,2024.9.10,7,6.24,Mobile,2763,1,2,No,Night
2813,Sarah Johnson,42,Mexico,Basic,895.02,Action,2024.4.9,7,29.83,Smart TV,1649,0,2,No,Night
2814,Katie Davis,64,USA,Standard,147.11,Action,2024.10.18,8,4.9,Mobile,6622,0,3,No,Afternoon
2815,John Miller,49,Canada,Standard,995.48,Romance,2025.2.1,6,33.18,Smart TV,4928,1,4,No,Morning
2816,David Brown,56,UK,Premium,830.38,Sci-Fi,2024.12.15,9,27.68,Laptop,3282,0,3,No,Evening
2817,Sarah Garcia,25,Mexico,Basic,342.4,Horror,2025.2.12,7,11.41,Smart TV,2587,0,3,No,Night
2818,Alex Miller,23,Canada,Premium,372.4,Documentary,2024.10.10,8,12.41,Mobile,2814,0,1,No,Night
2819,David Hernandez,78,Brazil,Basic,83.55,Action,2024.10.29,8,2.78,Tablet,2768,0,4,No,Morning
2820,Sarah Johnson,28,Mexico,Basic,865.76,Drama,2024.9.3,8,28.86,Laptop,2435,1,4,No,Morning
2821,James Garcia,71,India,Premium,347.45,Romance,2024.6.20,9,11.58,Smart TV,1883,0,3,No,Morning
2822,Emma Hernandez,62,Mexico,Premium,502.13,Sci-Fi,2024.4.11,9,16.74,Smart TV,4142,0,1,No,Afternoon
2823,Jane Johnson,51,Australia,Basic,450.97,Horror,2024.7.29,6,15.03,Smart TV,3999,1,1,Yes,Evening
2824,John Brown,14,France,Premium,155.56,Sci-Fi,2024.12.26,5,5.19,Mobile,6704,0,4,Yes,Morning
2825,Alex Jones,31,Japan,Basic,725.16,Horror,2025.2.25,7,24.17,Mobile,4471,0,2,No,Afternoon
2826,Katie Davis,25,India,Basic,683.55,Horror,2024.8.16,6,22.78,Mobile,2083,0,2,Yes,Evening
2827,Alex Garcia,60,UK,Standard,682.42,Action,2024.5.9,9,22.75,Smart TV,4017,1,3,No,Night
2828,Jane Jones,46,France,Basic,620.03,Documentary,2024.8.25,8,20.67,Laptop,6042,1,1,No,Afternoon
2829,James Garcia,35,Germany,Standard,260.18,Horror,2024.12.10,8,8.67,Tablet,2677,1,1,No,Afternoon
2830,David Johnson,71,USA,Premium,6.05,Documentary,2025.1.22,7,0.2,Mobile,7174,1,2,Yes,Afternoon
2831,David Jones,62,Japan,Standard,499.41,Sci-Fi,2024.9.22,7,16.65,Smart TV,2627,0,3,Yes,Night
2832,Katie Brown,42,USA,Premium,154.87,Drama,2024.9.15,6,5.16,Tablet,5598,0,2,No,Evening
2833,Michael Johnson,34,USA,Premium,74.85,Comedy,2024.12.25,7,2.49,Smart TV,4342,1,2,Yes,Evening
2834,Chris Smith,59,Mexico,Basic,689.62,Comedy,2024.9.19,8,22.99,Mobile,1326,0,3,No,Night
2835,John Jones,53,France,Premium,741.21,Drama,2024.5.21,7,24.71,Tablet,4235,0,2,No,Evening
2836,Katie Williams,27,Brazil,Basic,98.35,Horror,2024.5.4,9,3.28,Mobile,3214,0,1,Yes,Afternoon
2837,Sarah Johnson,67,Japan,Basic,55.81,Comedy,2024.6.15,6,1.86,Smart TV,4658,0,5,Yes,Evening
2838,Alex Martinez,22,Mexico,Premium,646.15,Horror,2025.2.25,7,21.54,Tablet,3256,0,5,No,Night
2839,James Hernandez,72,Brazil,Premium,518.3,Sci-Fi,2024.4.10,9,17.28,Smart TV,2375,0,4,No,Morning
2840,Katie Davis,60,UK,Premium,79.8,Action,2024.11.17,6,2.66,Mobile,1604,1,3,No,Evening
2841,Sarah Johnson,48,Germany,Basic,398.77,Sci-Fi,2025.2.14,6,13.29,Smart TV,3152,0,2,No,Evening
2842,Alex Johnson,55,UK,Basic,177.95,Horror,2024.10.6,6,5.93,Smart TV,5614,1,4,No,Evening
